Gene.name;AIREdep
ANXA1;no
TIPARP;no
ADAMTS20;no
TAAR1;no
AADACL4;no
RASGEF1C;no
FAM26F;no
C2;no
MYRF;no
ENTPD5;no
LAP3;no
GMPR;no
PCDH10;no
NRIP2;no
TIMD4;no
HSD11B2;no
STAR;no
PVRL4;no
CNTNAP3B;no
FEZF1;no
HPCAL4;no
SYT7;no
SNED1;no
KIAA1161;no
FOXE1;no
DNM1;no
TTLL6;no
ADORA1;no
RP11-162P23.2;no
CORO6;no
PLP1;no
PIH1D3;no
IL5RA;no
RS1;no
SULT4A1;no
ANKRD53;no
RNF122;no
TMEM200C;no
SLC44A2;no
SALL1;no
THNSL2;no
OSBPL5;no
ACAA1;no
SOX14;no
OSR1;no
GPR137B;no
CYP2J2;no
RAB36;no
COTL1;no
FLRT1;no
VIPR2;no
NYX;no
FMNL1;no
RGS2;no
SYNGR1;no
FJX1;no
RGS16;no
GOLM1;no
ZNF354A;no
BEST3;no
CNPY1;no
CHAT;no
OR14C36;no
SOX18;no
PKIB;no
SHROOM3;no
TUBA4A;no
GPR88;no
GALNT5;no
SLC16A14;no
SYTL3;no
SOGA3;no
PPIF;no
PGM2L1;no
DEFB124;no
OR2Y1;no
CCDC136;no
FCHO1;no
CLMN;no
NT5E;no
HOXA4;no
ELF3;no
LIPE;no
IL27;no
OPRK1;no
TMEM64;no
STRC;no
NEURL1;no
IDH1;no
CDHR5;no
SLC17A3;no
ATP1B1;no
FBXO36;no
GNB3;no
DENND5B;no
CACNB2;no
KCNB2;no
EFCAB9;no
PANX3;no
HSD17B11;no
FXYD5;no
ASPH;no
XIRP1;no
ABCG8;no
PRDM1;no
NR4A3;no
ACVRL1;no
CA13;no
SAMD11;no
CSF2;no
ROBO4;no
MEF2C;no
ARMC12;no
LRIT3;no
ATL1;no
MPZL2;no
PEBP1;no
ACAP1;no
CTDSPL;no
CDCP2;no
PRDM16;no
GALNT16;no
UNC13B;no
MEGF11;no
TRIM62;no
KRT25;no
SCARA3;no
JAM3;no
DUSP14;no
ILDR2;no
SLC30A4;no
TRIM43;no
PHF11;no
OR10AD1;no
PLCH1;no
SCG5;no
ANKRD13D;no
CYP4F22;no
PTPRN;no
GLTP;no
PCDH9;no
C5orf52;no
TARSL2;no
ADAM28;no
BCAM;no
PVRL2;no
PALD1;no
AFAP1L1;no
GABRG3;no
AC136616.1;no
SLC16A5;no
PGM2;no
TIMP1;no
SLC27A4;no
BRDT;no
SPATS1;no
MESP2;no
SMPD2;no
NCOA7;no
EBI3;no
SLC27A6;no
DNAH11;no
CCM2L;no
HPGD;no
ID1;no
VWA5A;no
SRCIN1;no
MOAP1;no
ALDH1L2;no
ZFHX4;no
MYCBPAP;no
ALDOA;no
CADPS2;no
PRPS1L1;no
CEACAM21;no
CDH19;no
CFTR;no
SLC1A7;no
TBX20;no
SPATA9;no
IGSF6;no
C1RL;no
LINGO2;no
ACTBL2;no
IL18RAP;no
MFSD7;no
ZNF366;no
TCTEX1D2;no
TANC2;no
C11orf80;no
SLC22A4;no
RXFP4;no
HMOX1;no
ZNF667;no
OR1J4;no
UGT3A2;no
CHADL;no
ECE1;no
CDKN2B;no
TMEM145;no
RPS6KA5;no
PLA2G4D;no
MRGPRE;no
NAV3;no
RGS13;no
DAZL;no
NR4A2;no
HIST2H2AA4;no
HCN2;no
ZKSCAN2;no
DNAH5;no
CSF1R;no
PPARGC1A;no
MMP19;no
PCSK5;no
FAM72C;no
CD3D;no
MPZL3;no
HSPB8;no
LIPC;no
ARHGAP6;no
AWAT2;no
EMP2;no
RNF186;no
PIK3CD;no
LIN28B;no
BST2;no
DLEC1;no
TTC39C;no
RHO;no
CAMK2B;no
LMO4;no
ACSM5;no
CCDC176;no
TAS2R14;no
EPHB1;no
LRRC4;no
LRRTM4;no
GP1BA;no
MMP28;no
AMT;no
NKAIN3;no
FCGRT;no
TRAF5;no
C8orf74;no
BEND7;no
FMOD;no
JUP;no
LTC4S;no
DNAH6;no
PRDM6;no
GAREM;no
SH2D5;no
TGM5;no
FATE1;no
ATP2A1;no
ID3;no
SPCS3;no
BSN;no
TNFAIP3;no
THBS1;no
VWA2;no
TAS1R1;no
IRX3;no
WNT3A;no
FOXR2;no
LRRC36;no
LPAR5;no
SERPINA7;no
SLC30A1;no
F7;no
ST18;no
PRR5L;no
SLC25A25;no
ACOT7;no
AHR;no
TMEM100;no
DIO2;no
P4HA3;no
SLC35F5;no
MURC;no
SYTL1;no
PTCHD1;no
NEU3;no
FLI1;no
CBR1;no
PLCH2;no
ZDHHC9;no
SOCS5;no
CALML3;no
TOB1;no
PRL;no
MDGA2;no
IQCH;no
SP5;no
SPTLC3;no
AGPAT2;no
PCDHB5;no
CXorf49;no
TAS2R3;no
IRGM;no
CEP72;no
FGFBP3;no
LST1;no
CHIA;no
AVPI1;no
GNG13;no
SCN1B;no
XRRA1;no
GBP2;no
NPPC;no
PDE9A;no
CNNM1;no
SYCE1L;no
CELF4;no
ATP6V0E2;no
ANG;no
TBX18;no
AIF1;no
ACAA2;no
ANO10;no
EPHA1;no
EPB42;no
PAM16;no
WNT6;no
TPBGL;no
DHRS11;no
ABCB4;no
ARHGEF15;no
MYO15A;no
OR2Y1;no
ST3GAL1;no
GRIN3A;no
AMY2A;no
BTG2;no
FAM187A;no
SRD5A1;no
LURAP1L;no
GIMAP4;no
STEAP3;no
LPAR3;no
ADAMTS15;no
GZMM;no
MICAL2;no
IKZF3;no
C1QTNF4;no
SHC4;no
SRPX;no
TNFRSF8;no
DAK;no
MYOM2;no
KIAA1324L;no
ENDOG;no
GJA10;no
CENPV;no
SLC7A3;no
PIPOX;no
PTPRE;no
C11orf70;no
BSX;no
WDR64;no
SPSB1;no
RBP1;no
GGCT;no
ZBTB8A;no
FAM64A;no
OVGP1;no
BNIPL;no
ARL11;no
SLC52A3;no
TRIB1;no
AQP11;no
SAG;no
RRAGB;no
SLC9A9;no
ARL4D;no
DNER;no
PITX3;no
C1QTNF5;no
CXorf57;no
REC8;no
UACA;no
PLXNB3;no
LGALSL;no
GPR85;no
SEMA3A;no
SERTAD4;no
ADRBK2;no
GAMT;no
C15orf62;no
BHLHA15;no
AIG1;no
ADAMTS6;no
WNK4;no
ACACA;no
STARD5;no
FAM43A;no
ACER3;no
ACER2;no
TMEM144;no
PTPRR;no
B4GALNT4;no
PIK3C2B;no
KBTBD11;no
NTRK2;no
CAMSAP3;no
PPARG;no
FIBIN;no
TCN2;no
PCDHB7;no
NEUROG1;no
ANKFN1;no
ARHGAP22;no
CRIM1;no
FIGN;no
ATP2A3;no
ZBTB42;no
PSORS1C2;no
PDE2A;no
NXPE4;no
TSSK1B;no
SARM1;no
DLX3;no
SMIM22;no
ART3;no
P2RY13;no
TLR5;no
RNF128;no
ACKR4;no
AMOTL2;no
TIMP2;no
NRK;no
ZCCHC16;no
PTPN7;no
SIGLEC12;no
NELL2;no
TNFAIP8L2;no
IL18BP;no
MAFB;no
CYP2C19;no
EHD4;no
MADCAM1;no
PPFIA4;no
SMIM1;no
ARTN;no
CNTNAP4;no
KLF3;no
GRK4;no
TNFSF10;no
CNTF;no
TNXB;no
PIK3R3;no
TLL2;no
BAIAP2L1;no
VCAN;no
FAM63A;no
MOCS2;no
NLRX1;no
HEG1;no
IL17RC;no
C1orf106;no
GSTT2B;no
TAS2R60;no
PHLDA1;no
OR2V1;no
KIF1C;no
SYT5;no
NEXN;no
DBNDD2;no
MMGT1;no
VGF;no
SOX13;no
RPL23A;no
DOCK4;no
CBR3;no
INHBE;no
ARMCX1;no
CMTM5;no
ISG20;no
CRYAB;no
TRIM25;no
PHACTR1;no
CXorf22;no
OR11G2;no
NUDT7;no
PHLDB3;no
PLGRKT;no
OR5H2;no
MCTP2;no
CLN3;no
HES1;no
GRHL1;no
ETHE1;no
TAS2R38;no
MEP1B;no
CHAC1;no
PFKFB4;no
MYF5;no
TNFRSF12A;no
PRL;no
SLC36A1;no
HS6ST2;no
STIL;no
PRSS38;no
SSTR2;no
GNMT;no
MPEG1;no
MASP2;no
XYLB;no
FZD3;no
PCDHB9;no
GLIS3;no
LGALS9C;no
MID1IP1;no
CLTB;no
TUFT1;no
LRRC27;no
RP11-322N21.2;no
HSPB1;no
FOXD2;no
FXYD1;no
MLKL;no
SH2D4A;no
CITED2;no
IFI27;no
HIST1H3A;no
CHPT1;no
ADAMTSL4;no
DKK3;no
OR5AU1;no
SPATA17;no
PPM1E;no
PRL;no
KLHL35;no
CX3CL1;no
STK32A;no
CFB;no
IFI16;no
HYLS1;no
MSX1;no
RGS10;no
BCO2;no
FRMPD1;no
IL17RB;no
METTL7A;no
NAIP;no
MLLT3;no
AKR1B15;no
MTURN;no
AKR1B15;no
NR2F1;no
FAM171A1;no
SLC16A12;no
C19orf45;no
SGK494;no
LRP1;no
LEPREL4;no
GFRA3;no
EPHX4;no
DGAT2;no
IRGM;no
SERPINB1;no
STK33;no
MAL2;no
EFNA4;no
DSTN;no
PMP2;no
MFSD2A;no
SSX2IP;no
C9orf131;no
AGXT2;no
FAM132B;no
CATSPER4;no
LSAMP;no
FAM110C;no
B4GALT4;no
RPL11;no
MYBL1;no
SULT2B1;no
HILPDA;no
SSFA2;no
PSTPIP1;no
ERLIN1;no
ANK1;no
C2CD2;no
NIPAL4;no
TNFSF13;no
FAAH;no
NR4A1;no
RFTN2;no
SLFN5;no
RESP18;no
VAMP5;no
FGF8;no
G6PC2;no
FAM53B;no
NR1I3;no
KCNH7;no
C2CD4B;no
RNF144B;no
CD24;no
ABHD12;no
GPR15;no
SLC5A10;no
KHK;no
FSCN3;no
ABHD5;no
HRG;no
TXK;no
MAPK15;no
MOB3B;no
GAN;no
HMGCS1;no
ITPKC;no
FAM209B;no
FANCD2OS;no
EGR4;no
ARL4A;no
NOS3;no
RUNDC3A;no
TMEM53;no
CD27;no
TTC25;no
ZNF618;no
ZAR1L;no
PDZD4;no
ARAP3;no
CES2;no
MYO1B;no
SLC1A5;no
POTEB;no
MYO5B;no
HRK;no
ACBD4;no
IL17C;no
GABARAPL1;no
PON2;no
HOXB3;no
IER3;no
LRRC20;no
CASP12;no
SH3GL3;no
WNT9B;no
ELOVL6;no
SLC16A13;no
RAB27A;no
FRK;no
APOLD1;no
NEDD4L;no
PCSK6;no
TCEAL6;no
KCTD12;no
IL17RD;no
CPA5;no
CD8B;no
KCNH8;no
LPCAT2;no
METTL20;no
MXI1;no
FYN;no
LOXL1;no
DOCK11;no
METTL24;no
PAFAH2;no
CHDH;no
SYN1;no
GBP7;no
BMP2;no
FBLN2;no
KY;no
FLYWCH2;no
FAM57A;no
HSPA12A;no
AGPAT9;no
HGF;no
NPR1;no
LRP3;no
LENG9;no
NAPEPLD;no
HIP1;no
KLF4;no
DYX1C1;no
CDS1;no
PMM2;no
CHRD;no
DTX4;no
KIAA0513;no
TCTE3;no
DNAJC22;no
TLCD2;no
PDE5A;no
CA5A;no
GSTM4;no
PCOLCE2;no
CKMT1B;no
NAP1L2;no
GPER1;no
PIK3CG;no
SLC17A1;no
HDHD3;no
PHF11;no
ALDH1L1;no
ADRA1B;no
C9orf117;no
STK31;no
LGI4;no
TMEM189;no
CNKSR3;no
SVIP;no
KIAA1244;no
PDXK;no
PLA2G4C;no
C1orf105;no
B3GNT5;no
LPAR2;no
NDN;no
GDF11;no
DSCC1;no
MYLK;no
ABCG5;no
KHDRBS3;no
PTPN18;no
MISP;no
TGFB2;no
TAS2R14;no
TMEM141;no
GSTP1;no
SLC10A4;no
LIPA;no
CMTM8;no
SGOL2;no
PRR18;no
DZIP1L;no
DACH2;no
HABP4;no
IFITM1;no
TNRC18;no
ITK;no
NGEF;no
ARMCX4;no
BDNF;no
TMEM200A;no
GPR61;no
CUBN;no
COL2A1;no
ECHDC2;no
PTPRM;no
LRRN1;no
PRKCH;no
STARD10;no
ADCY6;no
PNP;no
FILIP1;no
FAM149A;no
RHOC;no
NPAS3;no
OLFML2B;no
SCG3;no
HIST2H2BF;no
FAR2;no
UCP3;no
VASN;no
LOX;no
TARBP1;no
CETN1;no
C1orf115;no
GAB3;no
CUX2;no
PALM3;no
RASSF7;no
ACYP2;no
CD1D;no
ABTB2;no
BCKDHB;no
ATP4B;no
OVOL1;no
OVOL3;no
TMEM41A;no
AOC3;no
FN1;no
PARP14;no
ZC3H12A;no
SEMA3D;no
LAPTM4B;no
ZIC5;no
BTC;no
SNX24;no
TMEM82;no
VAV1;no
ERRFI1;no
PHLDA3;no
TULP1;no
ESRRA;no
TM6SF2;no
SNX7;no
PAK6;no
GNE;no
CLCN1;no
LY96;no
PEX11A;no
HIST2H4B;no
CHRM2;no
C10orf11;no
MX1;no
SMPD1;no
TLR2;no
SLC7A4;no
EFNB3;no
ABCC3;no
RND2;no
OXCT2;no
RPS6KA6;no
KIF27;no
TMEM229A;no
ADRA2A;no
CRISP3;no
GMDS;no
SLC35G1;no
TGM2;no
SULF2;no
EMB;no
CXCL12;no
SLC2A8;no
CREB3L4;no
SLC27A2;no
CNTFR;no
SH2D1A;no
FUT2;no
GALNT3;no
USP44;no
RFK;no
MYOCD;no
RAB39A;no
PLCB3;no
ANKRD44;no
TSPAN9;no
DGAT1;no
SYNE1;no
MAPK3;no
RPS6KA1;no
ASRGL1;no
ADAM15;no
FYB;no
MAB21L3;no
OR5M9;no
HOXB4;no
NEURL1B;no
C1orf194;no
KIAA1919;no
DDAH1;no
TCEAL1;no
FAM26E;no
ABCB1;no
CD48;no
MOCOS;no
ADAMTS18;no
NEK6;no
RAPGEF4;no
MDH1;no
DHX32;no
ERMP1;no
SCARF1;no
LAMA5;no
DAB1;no
CCDC3;no
RAB11FIP5;no
MFGE8;no
GPR174;no
SPIC;no
HIST1H2BJ;no
QSOX1;no
LDLRAD4;no
CSAD;no
SMTNL1;no
CATSPERD;no
HBA1;no
SNCB;no
SLC23A2;no
APRT;no
SLC18A1;no
GDF9;no
UBE2T;no
TUBB2A;no
SP9;no
GPX1;no
GUCA1B;no
RAB3D;no
CFAP45;no
MYCT1;no
PLCD4;no
CCDC17;no
GRAP2;no
TMEM202;no
CMAS;no
MAPK4;no
SASS6;no
ITGA11;no
ATF3;no
FAM111A;no
LRRC26;no
CRACR2B;no
PYDC1;no
TAS2R14;no
MGLL;no
UBE2L6;no
PAX6;no
RAB13;no
SSBP2;no
WSCD2;no
NUDT19;no
NBEAL2;no
CCDC116;no
TMEM229B;no
EMC9;no
THRA;no
GPR128;no
FOSL2;no
SLC9A3R2;no
MET;no
IFIH1;no
HOXC4;no
SLC4A7;no
UQCR10;no
TEN1-CDK3;no
VSIG8;no
ATOX1;no
RNF121;no
FNDC9;no
DUSP6;no
TMEM65;no
TMEM106A;no
NT5C3A;no
CLEC11A;no
CCDC63;no
PPP1R3A;no
SOAT2;no
OR2K2;no
MME;no
CAMK1;no
UPB1;no
GATA3;no
NEK5;no
IFITM1;no
SASH1;no
HEXIM1;no
KLHL23;no
BMX;no
SSTR4;no
SUGCT;no
CD164;no
NRSN1;no
KIF7;no
CYB561;no
PRSS53;no
LYPD4;no
NTM;no
CASQ1;no
CERCAM;no
SMCO4;no
TTK;no
RP11-298I3.5;no
IRGM;no
SRD5A2;no
GPAM;no
MFSD6;no
SORT1;no
CAPSL;no
SDR42E1;no
HOXD8;no
CYP1B1;no
PROKR1;no
DYRK4;no
CCDC64B;no
TXNDC16;no
C16orf54;no
APOL2;no
PTPRF;no
KIF24;no
ITFG3;no
CAND2;no
KCNJ4;no
RHOD;no
USMG5;no
IFRD1;no
RP11-196G11.1;no
TRIM45;no
PLEKHN1;no
MTFP1;no
DEGS1;no
TRIM5;no
ZRANB3;no
JAG1;no
ITGA8;no
NHEJ1;no
WNT2B;no
PPP1R14C;no
NEK11;no
LRP12;no
TNIK;no
IGFBP5;no
CXCL9;no
ZYG11A;no
SLC9A3R1;no
CTBS;no
LIMK2;no
APCDD1;no
ZDHHC19;no
L1CAM;no
RPL36AL;no
LRG1;no
CLDN7;no
FEZ2;no
LTBR;no
SEC14L2;no
SLC39A14;no
RAB24;no
SPTBN1;no
RAB11A;no
SVEP1;no
SLC25A48;no
SERPINB6;no
PPP1R13L;no
DDX3Y;no
RXFP2;no
AK1;no
KIAA1024L;no
SEMA5A;no
RNF208;no
EGLN3;no
DSP;no
ALDOC;no
CCDC40;no
CPEB2;no
HTR4;no
EPHX2;no
KLRB1;no
RCN1;no
TRAK1;no
CDKN1A;no
ASB10;no
GRIK2;no
HIST3H2A;no
RPS16;no
SLC26A10;no
SLIT2;no
BCAT1;no
TBC1D13;no
KCNA6;no
YBX2;no
TFAP2C;no
PPP1R1B;no
KANK3;no
RAD51C;no
KCNK3;no
FAM83D;no
BID;no
COQ7;no
MMP15;no
EHBP1L1;no
MYO1D;no
GDE1;no
ORAI1;no
ELOVL1;no
FLT1;no
CYP2J2;no
ASS1;no
SLCO2B1;no
ANO1;no
SMTN;no
RBM11;no
PHYH;no
SGSM3;no
PLCD1;no
POU3F1;no
TUBB6;no
SCP2;no
GCH1;no
KAT2B;no
PDGFB;no
SYT13;no
PSMB11;no
METRNL;no
SRY;no
MSRB1;no
B3GALT4;no
FCRL5;no
APOE;no
SLC10A4;no
SPON2;no
TNS4;no
OMP;no
DTHD1;no
RAB7B;no
IQCG;no
HDGFRP3;no
ELN;no
RAB25;no
SECTM1;no
THSD7B;no
ATP5L2;no
SKAP2;no
GPR97;no
INPP4B;no
STC2;no
HOXB5;no
ZBP1;no
EXD1;no
RNF103;no
QRICH2;no
IQCK;no
PCDH20;no
CYP2U1;no
RIPK3;no
PITPNM2;no
YBX3;no
AOX1;no
C5orf30;no
FBXO25;no
FOXA1;no
SLC35F1;no
BRIP1;no
HCN4;no
FSTL5;no
PLEKHB2;no
PDLIM2;no
CES2;no
GAD1;no
CEACAM18;no
SPAG16;no
CHIA;no
POU2F3;no
FADS2;no
GPR135;no
SNPH;no
DCAF12L1;no
SERPINB12;no
BTG1;no
SMOX;no
DDX43;no
IL10;no
SKAP1;no
HAMP;no
DDX25;no
DCBLD1;no
OSCAR;no
PLSCR4;no
CLN6;no
RYR2;no
VSNL1;no
TAS2R14;no
SDC4;no
LTK;no
CFAP61;no
FAT2;no
SLC1A2;no
UCMA;no
PACSIN1;no
ROPN1L;no
EMP1;no
EPHA2;no
PLAT;no
WWC1;no
STARD13;no
RPTN;no
PCYOX1;no
CDC42EP1;no
CLDN4;no
GNAO1;no
AC010889.2;no
CD34;no
MICAL1;no
FAM71A;no
GNGT2;no
TLR3;no
C9orf16;no
ALDH1A3;no
TRIM29;no
HCST;no
ADAM32;no
UAP1L1;no
CEBPB;no
CD69;no
PLEKHB1;no
ZNF532;no
SHROOM4;no
NRIP3;no
TDRD9;no
DCAF4L1;no
FBXO34;no
S1PR4;no
ZC3H12B;no
PABPN1L;no
IGFBP2;no
MIS18BP1;no
TMEM9B;no
DLX6;no
MS4A1;no
MATK;no
PM20D2;no
FOXA3;no
CYP39A1;no
TMEM117;no
RNF24;no
TFAP2B;no
PTGFRN;no
TRAF3IP1;no
APPL2;no
MITF;no
VAMP8;no
IGSF21;no
DENND3;no
PNCK;no
LXN;no
IRF9;no
SPINT1;no
HOXC6;no
PTGIS;no
LMNA;no
VMP1;no
METTL22;no
CCDC23;no
LIMD2;no
KIAA2022;no
SMARCD3;no
PRKAA2;no
SNTA1;no
GPR64;no
LYSMD2;no
CHCHD7;no
PLXNB2;no
SELP;no
C9orf91;no
PRPS2;no
APBB1;no
CES1;no
PTH1R;no
CHSY3;no
WLS;no
AKIP1;no
MAG;no
NR2F2;no
HID1;no
CPLX2;no
OSR2;no
MLANA;no
FSTL4;no
CMBL;no
NINL;no
FOCAD;no
SCN7A;no
POLN;no
CTNS;no
CGN;no
TAS2R42;no
FCRLA;no
ALS2CR12;no
PCBP3;no
SLC35G2;no
ASPHD2;no
TAF13;no
NLRP10;no
SCUBE2;no
PON3;no
FUOM;no
AGBL3;no
GNG8;no
HOXA10-HOXA9;no
EEF2K;no
PIH1D2;no
SPHK1;no
EFCAB5;no
BAHCC1;no
AACS;no
CCBL2;no
XDH;no
MEST;no
RRAS2;no
CASKIN1;no
RUNDC3B;no
FAM46A;no
AP1S3;no
IL17D;no
TPD52;no
SPATS2L;no
DDT;no
PPT2;no
GABRB1;no
GPR182;no
DEF8;no
ANKUB1;no
OIP5;no
ACBD7;no
TAS2R13;no
CAPRIN2;no
RCAN1;no
SLC37A2;no
NMI;no
NDUFS6;no
G6PD;no
GNG12;no
NR1I2;no
PTRH1;no
MANSC1;no
PRC1;no
TMEM163;no
TAOK3;no
GSAP;no
TBC1D9;no
FLG2;no
TRAF3IP3;no
CCNF;no
SPATA24;no
ACADM;no
SYNE2;no
FAM84B;no
EGR3;no
PSEN2;no
INPP5F;no
SLC25A14;no
CLEC4A;no
TSC22D1;no
MXD3;no
IFT22;no
IRX4;no
RP11-745O10.4;no
SYTL5;no
MSLN;no
TTC7A;no
PPAPDC2;no
GTF2IRD1;no
ETFB;no
LRRC69;no
ENPP1;no
LRRC56;no
ATP5I;no
METTL8;no
CD44;no
SCO2;no
RHOU;no
TGFB3;no
SMAD7;no
ZFP57;no
CHCHD10;no
DUSP7;no
UQCRHL;no
CTIF;no
SLC39A6;no
DYNLT1;no
GPR137C;no
SOX5;no
ATP1B2;no
JDP2;no
NRP2;no
SDC2;no
CTSE;no
NEIL3;no
HSD17B7;no
TMEM205;no
PRKCDBP;no
TCEAL8;no
EHD3;no
FRRS1;no
CLDN9;no
FZD4;no
PLEKHF1;no
MEOX1;no
FAM174B;no
AMIGO3;no
FAM154A;no
SMIM4;no
UTY;no
BMPR1B;no
MSMO1;no
PEMT;no
C1GALT1C1;no
GPR156;no
ME2;no
CHST1;no
PCDHB3;no
NUDT4;no
ANKRD1;no
CARD10;no
MRPS18C;no
GNA14;no
CCDC14;no
MAP2K6;no
FOXB2;no
BNC2;no
SMIM3;no
TAS1R3;no
CCR9;no
HIST2H4A;no
ATP6V1E1;no
IFI27;no
TAS2R14;no
SIAE;no
WFS1;no
TIAM2;no
IFITM1;no
NCKAP1L;no
KIRREL3;no
CYTIP;no
PERM1;no
CNR1;no
C3orf58;no
ADCYAP1;no
SLC10A1;no
APLP1;no
KIAA1551;no
CACNA1A;no
AMZ1;no
KLHL21;no
GALNT10;no
DOK3;no
PEBP4;no
B4GALNT1;no
FAM19A5;no
TNMD;no
NDEL1;no
PGLYRP2;no
TMEM62;no
KLRG1;no
CA9;no
LY6E;no
SPATA2L;no
SLITRK4;no
HIST1H2BB;no
TDRD7;no
ACVR2A;no
EHHADH;no
ZNF781;no
SH3GLB2;no
PNPLA7;no
PLA2G4F;no
TMEM140;no
SNTB1;no
SLC10A6;no
MAVS;no
PDYN;no
NAT8B;no
CYP26C1;no
ATP1A1;no
CD177;no
PCBD1;no
ACTG2;no
NAGA;no
TPM1;no
GPM6B;no
GRM4;no
CERS6;no
GBP7;no
MVK;no
TRPV2;no
ACCS;no
SLC35D2;no
MDGA1;no
INSL6;no
NREP;no
CDK6;no
COX6C;no
STX12;no
LPHN3;no
DBX2;no
CD274;no
MRC1;no
PQLC2;no
RP4-576H24.4;no
IFNLR1;no
CNPY2;no
RASGRP4;no
OPLAH;no
OAS1;no
DCDC2C;no
C11orf53;no
C9orf142;no
SELPLG;no
CTSB;no
PIGY;no
EFNB2;no
NRIP1;no
COQ10B;no
RP11-434D12.1;no
C12orf73;no
OR5AK2;no
OR2AG1;no
CERS4;no
SPIN2B;no
TRAPPC2P1;no
VN1R4;no
CMTM1;no
DDX58;no
TSGA13;no
CSMD1;no
OTUD1;no
NANP;no
INAFM1;no
RBMXL3;no
ZNF704;no
DESI1;no
ATP6V1G1;no
C1GALT1;no
RXRG;no
DPYSL5;no
KCTD11;no
MGP;no
JRK;no
TF;no
CALCA;no
CHMP4B;no
PCOLCE;no
CENPB;no
VWA5A;no
ACR;no
PROX1;no
CIB3;no
PGAP2;no
LINC00493;no
ZHX3;no
PVALB;no
EPHA7;no
WDR78;no
FBXO2;no
UBQLNL;no
MYL12B;no
HIST1H1C;no
CRP;no
TMEM107;no
MAST1;no
VAV3;no
VSTM2L;no
FAM221A;no
PRR29;no
C9orf50;no
MYO7A;no
TM4SF19-TCTEX1D2;no
TANC1;no
PRICKLE1;no
SEZ6;no
MMEL1;no
MTTP;no
C6orf118;no
GLRB;no
PPT1;no
ADCK5;no
MAB21L2;no
C15orf59;no
UBE2C;no
RAI2;no
HEATR5A;no
SAPCD2;no
LZTS3;no
GABBR1;no
RNF148;no
TGFBI;no
AMH;no
PNPLA3;no
CREG1;no
APBB2;no
HOXA7;no
NDST1;no
ZFAND5;no
KLHL25;no
ATL2;no
LPAR6;no
USP46;no
GPR27;no
RDM1;no
PLD3;no
FGF2;no
NUTM1;no
FAIM2;no
CPTP;no
LYPLAL1;no
RELL1;no
CHP1;no
AGRN;no
GPR62;no
TMEM59;no
GCLC;no
ADRB1;no
ADAMTS17;no
NPR2;no
SPTB;no
KCNAB1;no
ALDH1B1;no
ENDOD1;no
ETS2;no
MZF1;no
CCP110;no
NIPSNAP3A;no
TADA2A;no
UCHL1;no
UQCRB;no
LYZ;no
TSPAN11;no
ABCA1;no
ETV1;no
UQCR11;no
SERPING1;no
KCNJ6;no
NAP1L5;no
LRRC2;no
SLC7A2;no
STX2;no
STK17B;no
SLC7A8;no
RNF149;no
ZFP2;no
DNMBP;no
DSTYK;no
SERPINC1;no
NOXRED1;no
STMN2;no
ZDHHC1;no
CCNB1;no
CCDC141;no
LSMEM1;no
COL27A1;no
BAD;no
YPEL1;no
EAF2;no
UST;no
GPR126;no
MUC1;no
UBE2F-SCLY;no
METTL9;no
ARHGAP23;no
HMGCLL1;no
CCDC92;no
FMO3;no
SEC31B;no
THPO;no
ARMCX6;no
MCOLN3;no
ADAMTS8;no
MKRN2OS;no
CYP2D7P;no
TRIM5;no
PITPNA;no
STARD8;no
DAND5;no
MPP6;no
FNDC4;no
TEPP;no
NPHP1;no
ABCB11;no
TALDO1;no
FAM124B;no
SPN;no
P2RY1;no
PLS3;no
LMO7;no
TUBB4B;no
STX19;no
ZNF709;no
CHIC1;no
NEK2;no
ACOX1;no
TP53INP1;no
MPP1;no
CC2D2A;no
TCP11L2;no
CIB2;no
TPRN;no
EHF;no
SIGLEC1;no
LEPROT;no
PLAU;no
GGT7;no
CREM;no
QRSL1;no
FAM195A;no
C17orf96;no
SLC25A33;no
DNAJC12;no
TNFSF15;no
OTOS;no
NKX1-2;no
FRAS1;no
CENPM;no
GP5;no
TMEM218;no
CDC25A;no
CACNG1;no
GNAZ;no
MBD2;no
CRYBB3;no
NDUFB7;no
TAX1BP3;no
MOV10;no
FAM155B;no
TDRP;no
RAB31;no
MMP17;no
ALOX15;no
CSN3;no
PTER;no
HOXD3;no
NDUFA13;no
CORO2A;no
CD300LG;no
MTFR2;no
ALPK2;no
IPPK;no
SGTB;no
IQSEC2;no
OSBPL3;no
AC004381.6;no
HK1;no
ITM2B;no
DSEL;no
PCDHB4;no
SLC26A4;no
XPNPEP2;no
ZNF791;no
MEIOB;no
CADM3;no
PARVB;no
TIGIT;no
DPEP2;no
ZNF503;no
BLOC1S1;no
HIST1H2BF;no
SPRY1;no
ENO3;no
GALNT9;no
PRR16;no
CRISPLD1;no
PANK1;no
CCDC89;no
PMEPA1;no
DTNB;no
DUSP28;no
C1orf85;no
TSPAN2;no
GRN;no
GCKR;no
SLC35A1;no
FAM214B;no
FAM101A;no
LGALS12;no
C19orf70;no
VSTM2A;no
COQ2;no
NDUFA4;no
LRRC3B;no
PCDHB15;no
LBX2;no
PTDSS1;no
ABRACL;no
RAB9B;no
ZBTB7B;no
GPNMB;no
TREX1;no
AURKA;no
KCNC3;no
CES2;no
CD1D;no
OLFM3;no
IQGAP2;no
E2F7;no
